signature_name,gene_id,gene_type,gene_name,weight
Response_Ivy,ENSG00000239732.4,protein_coding,TLR9,NA
Response_Ivy,ENSG00000090975.14,protein_coding,PITPNM2,NA
Response_Ivy,ENSG00000167261.14,protein_coding,DPEP2,NA
Response_Ivy,ENSG00000077420.16,protein_coding,APBB1IP,NA
Response_Ivy,ENSG00000100453.14,protein_coding,GZMB,NA
Response_Ivy,ENSG00000198053.12,protein_coding,SIRPA,NA
Response_Ivy,ENSG00000162645.13,protein_coding,GBP2,NA
Response_Ivy,ENSG00000078589.13,protein_coding,P2RY10,NA
Response_Ivy,ENSG00000146094.16,protein_coding,DOK3,NA
Response_Ivy,ENSG00000162654.9,protein_coding,GBP4,NA
Response_Ivy,ENSG00000185338.7,protein_coding,SOCS1,NA
Response_Ivy,NA,NA,C5orf20,NA
Response_Ivy,ENSG00000204165.6,protein_coding,CXorf65,NA
Response_Ivy,ENSG00000205220.12,protein_coding,PSMB10,NA
Response_Ivy,ENSG00000149131.17,protein_coding,SERPING1,NA
Response_Ivy,NA,NA,FAM159A,NA
Response_Ivy,ENSG00000117091.10,protein_coding,CD48,NA
Response_Ivy,ENSG00000137841.12,protein_coding,PLCB2,NA
Response_Ivy,ENSG00000163600.13,protein_coding,ICOS,NA
Response_Ivy,ENSG00000170915.9,protein_coding,PAQR8,NA
Response_Ivy,ENSG00000131400.8,protein_coding,NAPSA,NA
Response_Ivy,ENSG00000137496.18,protein_coding,IL18BP,NA
Response_Ivy,ENSG00000139725.8,protein_coding,RHOF,NA
Response_Ivy,ENSG00000105339.11,protein_coding,DENND3,NA
Response_Ivy,ENSG00000110031.13,protein_coding,LPXN,NA
Response_Ivy,ENSG00000168081.9,protein_coding,PNOC,NA
Response_Ivy,NA,NA,FCRH3,NA
Response_Ivy,ENSG00000100450.13,protein_coding,GZMH,NA
Response_Ivy,ENSG00000205784.4,protein_coding,ARRDC5,NA
Response_Ivy,ENSG00000152689.18,protein_coding,RASGRP3,NA
Response_Ivy,ENSG00000105374.10,protein_coding,NKG7,NA
Response_Ivy,ENSG00000204577.12,protein_coding,LILRB3,NA
Response_Ivy,ENSG00000172578.12,protein_coding,KLHL6,NA
Response_Ivy,ENSG00000135596.18,protein_coding,MICAL1,NA
Response_Ivy,ENSG00000204252.14,protein_coding,HLA-DOA,NA
Response_Ivy,ENSG00000102962.5,protein_coding,CCL22,NA
Response_Ivy,ENSG00000197943.11,protein_coding,PLCG2,NA
Response_Ivy,ENSG00000133246.12,protein_coding,PRAM1,NA
Response_Ivy,ENSG00000125089.18,protein_coding,SH3TC1,NA
Response_Ivy,ENSG00000145287.11,protein_coding,PLAC8,NA
Response_Ivy,ENSG00000028137.19,protein_coding,TNFRSF1B,NA
Response_Ivy,ENSG00000196628.20,protein_coding,TCF4,NA
Response_Ivy,ENSG00000168899.5,protein_coding,VAMP5,NA
Response_Ivy,ENSG00000231925.13,protein_coding,TAPBP,NA
Response_Ivy,ENSG00000145901.16,protein_coding,TNIP1,NA
Response_Ivy,ENSG00000089692.9,protein_coding,LAG3,NA
Response_Ivy,ENSG00000115165.10,protein_coding,CYTIP,NA
Response_Ivy,ENSG00000110777.12,protein_coding,POU2AF1,NA
Response_Ivy,ENSG00000155849.16,protein_coding,ELMO1,NA
Response_Ivy,ENSG00000167083.7,protein_coding,GNGT2,NA
Response_Ivy,ENSG00000105717.14,protein_coding,PBX4,NA
Response_Ivy,ENSG00000186265.10,protein_coding,BTLA,NA
Response_Ivy,ENSG00000213626.13,protein_coding,LBH,NA
Response_Ivy,ENSG00000120899.18,protein_coding,PTK2B,NA
Response_Ivy,ENSG00000106948.17,protein_coding,AKNA,NA
Response_Ivy,ENSG00000167202.12,protein_coding,TBC1D2B,NA
Response_Ivy,NA,NA,C13orf18,NA
Response_Ivy,ENSG00000162692.12,protein_coding,VCAM1,NA
Response_Ivy,ENSG00000160613.15,protein_coding,PCSK7,NA
Response_Ivy,ENSG00000171522.6,protein_coding,PTGER4,NA
Response_Ivy,ENSG00000173372.18,protein_coding,C1QA,NA
Response_Ivy,ENSG00000169499.15,protein_coding,PLEKHA2,NA
Response_Ivy,ENSG00000086730.17,protein_coding,LAT2,NA
Response_Ivy,ENSG00000244509.4,protein_coding,APOBEC3C,NA
Response_Ivy,NA,NA,TCRVB,NA
Response_Ivy,ENSG00000026950.17,protein_coding,BTN3A1,NA
Response_Ivy,ENSG00000168918.14,protein_coding,INPP5D,NA
Response_Ivy,ENSG00000179144.5,protein_coding,GIMAP7,NA
Response_Ivy,ENSG00000153563.16,protein_coding,CD8A,NA
Response_Ivy,ENSG00000103653.17,protein_coding,CSK,NA
Response_Ivy,ENSG00000205307.12,protein_coding,SAP25,NA
Response_Ivy,ENSG00000122224.18,protein_coding,LY9,NA
Response_Ivy,ENSG00000165178.9,unprocessed_pseudogene,NCF1C,NA
Response_Ivy,ENSG00000104903.5,protein_coding,LYL1,NA
Response_Ivy,ENSG00000131401.12,transcribed_unprocessed_pseudogene,NAPSB,NA
Response_Ivy,ENSG00000027075.17,protein_coding,PRKCH,NA
Response_Ivy,ENSG00000099331.14,protein_coding,MYO9B,NA
Response_Ivy,ENSG00000118503.16,protein_coding,TNFAIP3,NA
Response_Ivy,ENSG00000171608.17,protein_coding,PIK3CD,NA
Response_Ivy,NA,NA,BU935198,NA
Response_Ivy,ENSG00000125910.6,protein_coding,S1PR4,NA
Response_Ivy,ENSG00000136286.16,protein_coding,MYO1G,NA
Response_Ivy,ENSG00000115604.12,protein_coding,IL18R1,NA
Response_Ivy,ENSG00000130755.13,protein_coding,GMFG,NA
Response_Ivy,ENSG00000149499.12,protein_coding,EML3,NA
Response_Ivy,ENSG00000100288.20,protein_coding,CHKB,NA
Response_Ivy,ENSG00000162711.18,protein_coding,NLRP3,NA
Response_Ivy,ENSG00000145649.8,protein_coding,GZMA,NA
Response_Ivy,ENSG00000008517.19,protein_coding,IL32,NA
Response_Ivy,ENSG00000147010.18,protein_coding,SH3KBP1,NA
Response_Ivy,ENSG00000009790.15,protein_coding,TRAF3IP3,NA
Response_Ivy,ENSG00000023902.14,protein_coding,PLEKHO1,NA
Response_Ivy,ENSG00000124357.13,protein_coding,NAGK,NA
Response_Ivy,ENSG00000241106.8,protein_coding,HLA-DOB,NA
Response_Ivy,ENSG00000122986.14,protein_coding,HVCN1,NA
Response_Ivy,ENSG00000118971.9,protein_coding,CCND2,NA
Response_Ivy,ENSG00000107099.18,protein_coding,DOCK8,NA
Response_Ivy,NA,NA,TCRBV22S1A2N1T,NA
Response_Ivy,ENSG00000143851.16,protein_coding,PTPN7,NA
Response_Ivy,ENSG00000213658.13,protein_coding,LAT,NA
Response_Ivy,ENSG00000076641.4,protein_coding,PAG1,NA
Response_Ivy,ENSG00000025434.19,protein_coding,NR1H3,NA
Response_Ivy,ENSG00000205744.10,protein_coding,DENND1C,NA
Response_Ivy,ENSG00000226777.8,lncRNA,FAM30A,NA
Response_Ivy,ENSG00000204475.10,protein_coding,NCR3,NA
Response_Ivy,ENSG00000091592.16,protein_coding,NLRP1,NA
Response_Ivy,ENSG00000104894.12,protein_coding,CD37,NA
Response_Ivy,ENSG00000142227.11,protein_coding,EMP3,NA
Response_Ivy,NA,NA,AA215505,NA
Response_Ivy,ENSG00000160185.15,protein_coding,UBASH3A,NA
Response_Ivy,NA,NA,KIAA0748,NA
Response_Ivy,ENSG00000183160.9,protein_coding,TMEM119,NA
Response_Ivy,ENSG00000107742.14,protein_coding,SPOCK2,NA
Response_Ivy,ENSG00000108798.9,protein_coding,ABI3,NA
Response_Ivy,ENSG00000163219.12,protein_coding,ARHGAP25,NA
Response_Ivy,ENSG00000140749.9,protein_coding,IGSF6,NA
Response_Ivy,ENSG00000092529.25,protein_coding,CAPN3,NA
Response_Ivy,ENSG00000160255.18,protein_coding,ITGB2,NA
Response_Ivy,ENSG00000160683.5,protein_coding,CXCR5,NA
Response_Ivy,ENSG00000168685.15,protein_coding,IL7R,NA
Response_Ivy,ENSG00000153071.15,protein_coding,DAB2,NA
Response_Ivy,ENSG00000112343.11,protein_coding,TRIM38,NA
Response_Ivy,ENSG00000084070.12,protein_coding,SMAP2,NA
Response_Ivy,NA,NA,TCRBV4S1A1T,NA
Response_Ivy,ENSG00000177494.6,protein_coding,ZBED2,NA
Response_Ivy,ENSG00000059377.18,protein_coding,TBXAS1,NA
Response_Ivy,ENSG00000158517.16,protein_coding,NCF1,NA
Response_Ivy,ENSG00000105369.10,protein_coding,CD79A,NA
Response_Ivy,ENSG00000215788.11,protein_coding,TNFRSF25,NA
Response_Ivy,ENSG00000139626.16,protein_coding,ITGB7,NA
Response_Ivy,ENSG00000184060.11,protein_coding,ADAP2,NA
Response_Ivy,ENSG00000241839.10,protein_coding,PLEKHO2,NA
Response_Ivy,ENSG00000153064.12,protein_coding,BANK1,NA
Response_Ivy,ENSG00000198223.18,protein_coding,CSF2RA,NA
Response_Ivy,ENSG00000198223.18_PAR_Y,protein_coding,CSF2RA,NA
Response_Ivy,ENSG00000177105.10,protein_coding,RHOG,NA
Response_Ivy,ENSG00000081189.16,protein_coding,MEF2C,NA
Response_Ivy,ENSG00000172673.12,protein_coding,THEMIS,NA
Response_Ivy,ENSG00000172005.11,protein_coding,MAL,NA
Response_Ivy,ENSG00000066294.15,protein_coding,CD84,NA
Response_Ivy,ENSG00000125245.14,protein_coding,GPR18,NA
Response_Ivy,ENSG00000130592.17,protein_coding,LSP1,NA
Response_Ivy,ENSG00000137101.14,protein_coding,CD72,NA
Response_Ivy,ENSG00000079215.15,protein_coding,SLC1A3,NA
Response_Ivy,ENSG00000114013.16,protein_coding,CD86,NA
Response_Ivy,ENSG00000110876.10,protein_coding,SELPLG,NA
Response_Ivy,ENSG00000116824.5,protein_coding,CD2,NA
Response_Ivy,ENSG00000110446.12,protein_coding,SLC15A3,NA
Response_Ivy,ENSG00000113532.13,protein_coding,ST8SIA4,NA
Response_Ivy,ENSG00000229474.8,protein_coding,PATL2,NA
Response_Ivy,ENSG00000101082.14,protein_coding,SLA2,NA
Response_Ivy,ENSG00000101109.12,protein_coding,STK4,NA
Response_Ivy,ENSG00000158717.11,protein_coding,RNF166,NA
Response_Ivy,ENSG00000026751.17,protein_coding,SLAMF7,NA
Response_Ivy,ENSG00000186810.8,protein_coding,CXCR3,NA
Response_Ivy,ENSG00000187688.15,protein_coding,TRPV2,NA
Response_Ivy,ENSG00000186517.14,protein_coding,ARHGAP30,NA
Response_Ivy,NA,NA,01-Sep,NA
Response_Ivy,ENSG00000174123.11,protein_coding,TLR10,NA
Response_Ivy,ENSG00000116852.15,protein_coding,KIF21B,NA
Response_Ivy,ENSG00000110324.12,protein_coding,IL10RA,NA
Response_Ivy,ENSG00000140678.17,protein_coding,ITGAX,NA
Response_Ivy,ENSG00000019582.17,protein_coding,CD74,NA
Response_Ivy,NA,NA,LOC439949,NA
Response_Ivy,ENSG00000186431.19,protein_coding,FCAR,NA
Response_Ivy,ENSG00000056558.11,protein_coding,TRAF1,NA
Response_Ivy,ENSG00000104814.13,protein_coding,MAP4K1,NA
Response_Ivy,ENSG00000186470.14,protein_coding,BTN3A2,NA
Response_Ivy,ENSG00000139567.13,protein_coding,ACVRL1,NA
Response_Ivy,ENSG00000106991.14,protein_coding,ENG,NA
Response_Ivy,ENSG00000167077.13,protein_coding,MEI1,NA
Response_Ivy,ENSG00000128218.8,protein_coding,VPREB3,NA
Response_Ivy,ENSG00000180644.8,protein_coding,PRF1,NA
Response_Ivy,ENSG00000198286.10,protein_coding,CARD11,NA
Response_Ivy,ENSG00000146859.6,protein_coding,TMEM140,NA
Response_Ivy,ENSG00000122122.10,protein_coding,SASH3,NA
Response_Ivy,ENSG00000115085.14,protein_coding,ZAP70,NA
Response_Ivy,ENSG00000115956.10,protein_coding,PLEK,NA
Response_Ivy,ENSG00000043462.13,protein_coding,LCP2,NA
Response_Ivy,ENSG00000096996.16,protein_coding,IL12RB1,NA
Response_Ivy,ENSG00000077984.6,protein_coding,CST7,NA
Response_Ivy,ENSG00000155465.20,protein_coding,SLC7A7,NA
Response_Ivy,NA,NA,AK090694,NA
Response_Ivy,ENSG00000145850.9,protein_coding,TIMD4,NA
Response_Ivy,ENSG00000139187.10,protein_coding,KLRG1,NA
Response_Ivy,ENSG00000187764.12,protein_coding,SEMA4D,NA
Response_Ivy,ENSG00000133574.10,protein_coding,GIMAP4,NA
Response_Ivy,ENSG00000178562.18,protein_coding,CD28,NA
Response_Ivy,ENSG00000114841.18,protein_coding,DNAH1,NA
Response_Ivy,ENSG00000242574.9,protein_coding,HLA-DMB,NA
Response_Ivy,ENSG00000110448.11,protein_coding,CD5,NA
Response_Ivy,ENSG00000175463.12,protein_coding,TBC1D10C,NA
Response_Ivy,ENSG00000172349.18,protein_coding,IL16,NA
Response_Ivy,ENSG00000166501.14,protein_coding,PRKCB,NA
Response_Ivy,ENSG00000136717.15,protein_coding,BIN1,NA
Response_Ivy,ENSG00000204642.14,protein_coding,HLA-F,NA
Response_Ivy,NA,NA,C14orf139,NA
Response_Ivy,NA,NA,LRRC33,NA
Response_Ivy,ENSG00000115525.18,protein_coding,ST3GAL5,NA
Response_Ivy,NA,NA,DJ031154,NA
Response_Ivy,ENSG00000072786.13,protein_coding,STK10,NA
Response_Ivy,ENSG00000187239.17,protein_coding,FNBP1,NA
Response_Ivy,NA,NA,FAIM3,NA
Response_Ivy,ENSG00000154016.14,protein_coding,GRAP,NA
Response_Ivy,ENSG00000227507.3,protein_coding,LTB,NA
Response_Ivy,ENSG00000100767.17,protein_coding,PAPLN,NA
Response_Ivy,NA,NA,AK056817,NA
Response_Ivy,ENSG00000074706.14,protein_coding,IPCEF1,NA
Response_Ivy,ENSG00000115523.17,protein_coding,GNLY,NA
Response_Ivy,ENSG00000196329.12,protein_coding,GIMAP5,NA
Response_Ivy,ENSG00000164691.18,protein_coding,TAGAP,NA
Response_Ivy,ENSG00000162511.8,protein_coding,LAPTM5,NA
Response_Ivy,ENSG00000101265.16,protein_coding,RASSF2,NA
Response_Ivy,ENSG00000102879.17,protein_coding,CORO1A,NA
Response_Ivy,ENSG00000126353.3,protein_coding,CCR7,NA
Response_Ivy,ENSG00000048740.19,protein_coding,CELF2,NA
Response_Ivy,ENSG00000100100.13,protein_coding,PIK3IP1,NA
Response_Ivy,ENSG00000153898.13,protein_coding,MCOLN2,NA
Response_Ivy,ENSG00000101445.10,protein_coding,PPP1R16B,NA
Response_Ivy,ENSG00000183486.14,protein_coding,MX2,NA
Response_Ivy,ENSG00000076662.10,protein_coding,ICAM3,NA
Response_Ivy,NA,NA,LOC100240735,NA
Response_Ivy,ENSG00000138755.6,protein_coding,CXCL9,NA
Response_Ivy,ENSG00000126246.10,protein_coding,IGFLR1,NA
Response_Ivy,ENSG00000100599.16,protein_coding,RIN3,NA
Response_Ivy,ENSG00000007264.15,protein_coding,MATK,NA
Response_Ivy,ENSG00000115935.18,protein_coding,WIPF1,NA
Response_Ivy,ENSG00000213445.10,protein_coding,SIPA1,NA
Response_Ivy,ENSG00000117090.16,protein_coding,SLAMF1,NA
Response_Ivy,ENSG00000266094.8,protein_coding,RASSF5,NA
Response_Ivy,ENSG00000066336.12,protein_coding,SPI1,NA
Response_Ivy,ENSG00000142347.19,protein_coding,MYO1F,NA
Response_Ivy,ENSG00000102032.13,protein_coding,RENBP,NA
Response_Ivy,ENSG00000155926.14,protein_coding,SLA,NA
Response_Ivy,NA,NA,FAM129C,NA
Response_Ivy,ENSG00000183484.12,protein_coding,GPR132,NA
Response_Ivy,NA,NA,C17orf87,NA
Response_Ivy,ENSG00000123685.9,protein_coding,BATF3,NA
Response_Ivy,ENSG00000131446.17,protein_coding,MGAT1,NA
Response_Ivy,ENSG00000183918.17,protein_coding,SH2D1A,NA
Response_Ivy,ENSG00000132718.9,protein_coding,SYT11,NA
Response_Ivy,ENSG00000077238.14,protein_coding,IL4R,NA
Response_Ivy,ENSG00000150867.14,protein_coding,PIP4K2A,NA
Response_Ivy,ENSG00000121807.7,protein_coding,CCR2,NA
Response_Ivy,ENSG00000198771.11,protein_coding,RCSD1,NA
Response_Ivy,ENSG00000010327.10,protein_coding,STAB1,NA
Response_Ivy,ENSG00000149781.13,protein_coding,FERMT3,NA
Response_Ivy,ENSG00000140853.17,protein_coding,NLRC5,NA
Response_Ivy,ENSG00000104880.19,protein_coding,ARHGEF18,NA
Response_Ivy,ENSG00000081237.20,protein_coding,PTPRC,NA
Response_Ivy,ENSG00000111796.4,protein_coding,KLRB1,NA
Response_Ivy,ENSG00000138964.17,protein_coding,PARVG,NA
Response_Ivy,ENSG00000147443.13,protein_coding,DOK2,NA
Response_Ivy,ENSG00000125347.15,protein_coding,IRF1,NA
Response_Ivy,ENSG00000126882.13,protein_coding,FAM78A,NA
Response_Ivy,NA,NA,06-Sep,NA
Response_Ivy,ENSG00000107263.19,protein_coding,RAPGEF1,NA
Response_Ivy,ENSG00000124203.7,protein_coding,ZNF831,NA
Response_Ivy,ENSG00000158485.11,protein_coding,CD1B,NA
Response_Ivy,ENSG00000134594.5,protein_coding,RAB33A,NA
Response_Ivy,ENSG00000100079.7,protein_coding,LGALS2,NA
Response_Ivy,ENSG00000188389.11,protein_coding,PDCD1,NA
Response_Ivy,ENSG00000142669.15,protein_coding,SH3BGRL3,NA
Response_Ivy,ENSG00000198821.11,protein_coding,CD247,NA
Response_Ivy,ENSG00000104774.13,protein_coding,MAN2B1,NA
Response_Ivy,ENSG00000173762.8,protein_coding,CD7,NA
Response_Ivy,ENSG00000136573.15,protein_coding,BLK,NA
Response_Ivy,ENSG00000133561.15,protein_coding,GIMAP6,NA
Response_Ivy,ENSG00000136167.15,protein_coding,LCP1,NA
Response_Ivy,ENSG00000243509.6,protein_coding,TNFRSF6B,NA
Response_Ivy,ENSG00000184293.8,transcribed_unitary_pseudogene,CLECL1,NA
Response_Ivy,ENSG00000134954.14,protein_coding,ETS1,NA
Response_Ivy,ENSG00000163376.11,protein_coding,KBTBD8,NA
Response_Ivy,NA,NA,HMHA1,NA
Response_Ivy,ENSG00000010671.18,protein_coding,BTK,NA
Response_Ivy,ENSG00000163599.18,protein_coding,CTLA4,NA
Response_Ivy,ENSG00000111679.17,protein_coding,PTPN6,NA
Response_Ivy,ENSG00000213413.2,protein_coding,PVRIG,NA
Response_Ivy,ENSG00000079263.19,protein_coding,SP140,NA
Response_Ivy,ENSG00000213654.10,protein_coding,GPSM3,NA
Response_Ivy,ENSG00000203896.10,protein_coding,LIME1,NA
Response_Ivy,ENSG00000101017.15,protein_coding,CD40,NA
Response_Ivy,ENSG00000147168.14,protein_coding,IL2RG,NA
Response_Ivy,ENSG00000100365.16,protein_coding,NCF4,NA
Response_Ivy,ENSG00000115607.10,protein_coding,IL18RAP,NA
Response_Ivy,ENSG00000157873.18,protein_coding,TNFRSF14,NA
Response_Ivy,ENSG00000172215.6,protein_coding,CXCR6,NA
Response_Ivy,ENSG00000111252.11,protein_coding,SH2B3,NA
Response_Ivy,ENSG00000068831.19,protein_coding,RASGRP2,NA
Response_Ivy,NA,NA,C17orf62,NA
Response_Ivy,ENSG00000172543.9,protein_coding,CTSW,NA
Response_Ivy,ENSG00000137491.15,protein_coding,SLCO2B1,NA
Response_Ivy,ENSG00000013725.14,protein_coding,CD6,NA
Response_Ivy,NA,NA,AV651069,NA
Response_Ivy,ENSG00000010295.20,protein_coding,IFFO1,NA
Response_Ivy,ENSG00000137076.21,protein_coding,TLN1,NA
Response_Ivy,ENSG00000005810.20,protein_coding,MYCBP2,NA
Response_Ivy,ENSG00000085265.12,protein_coding,FCN1,NA
Response_Ivy,ENSG00000000938.13,protein_coding,FGR,NA
Response_Ivy,ENSG00000010610.10,protein_coding,CD4,NA
Response_Ivy,ENSG00000112799.9,protein_coding,LY86,NA
Response_Ivy,NA,NA,TCRA,NA
Response_Ivy,ENSG00000108669.17,protein_coding,CYTH1,NA
Response_Ivy,ENSG00000160219.12,protein_coding,GAB3,NA
Response_Ivy,ENSG00000065357.20,protein_coding,DGKA,NA
Response_Ivy,ENSG00000188404.10,protein_coding,SELL,NA
Response_Ivy,NA,NA,CD97,NA
Response_Ivy,ENSG00000178104.20,protein_coding,PDE4DIP,NA
Response_Ivy,ENSG00000173200.13,protein_coding,PARP15,NA
Response_Ivy,ENSG00000154175.18,protein_coding,ABI3BP,NA
Response_Ivy,ENSG00000159496.15,protein_coding,RGL4,NA
Response_Ivy,ENSG00000141968.8,protein_coding,VAV1,NA
Response_Ivy,ENSG00000197142.11,protein_coding,ACSL5,NA
Response_Ivy,ENSG00000152784.16,protein_coding,PRDM8,NA
Response_Ivy,ENSG00000182557.8,protein_coding,SPNS3,NA
Response_Ivy,ENSG00000185862.7,protein_coding,EVI2B,NA
Response_Ivy,ENSG00000137752.25,protein_coding,CASP1,NA
Response_Ivy,ENSG00000143110.12,protein_coding,C1orf162,NA
